	GSM1867414_sample_table.txt	GSM1867415_sample_table.txt	GSM1867416_sample_table.txt	GSM1867417_sample_table.txt	GSM1867418_sample_table.txt	GSM1867419_sample_table.txt	GSM1867420_sample_table.txt	GSM1867421_sample_table.txt	GSM1867422_sample_table.txt	GSM1867423_sample_table.txt	GSM1867424_sample_table.txt	GSM1867425_sample_table.txt	GSM1867426_sample_table.txt	GSM1867427_sample_table.txt	GSM1867428_sample_table.txt	GSM1867429_sample_table.txt
ILMN_1255511	10.33391	10.22642	10.23720	10.45761	10.13197	10.40350	10.44378	10.29099	10.19990	10.21362	10.10085	10.31492	10.34609	10.20871	10.31499	10.42405
ILMN_1255513	8.72591	8.81480	8.64539	8.67703	8.86406	8.77686	8.61731	8.61788	8.94307	8.85861	8.74177	8.64595	8.62717	8.64857	8.61634	8.65129
ILMN_1255523	8.35436	8.33332	8.35443	8.35687	8.33054	8.36536	8.35363	8.34929	8.36894	8.33645	8.35171	8.32659	8.34276	8.34010	8.35388	8.32308
ILMN_1255530	8.50084	8.53350	8.46892	8.44452	8.55042	8.60930	8.54009	8.52961	8.56699	8.51125	8.51454	8.58392	8.56908	8.56566	8.49405	8.55486
ILMN_1255531	8.32816	8.30986	8.31775	8.35378	8.32358	8.31890	8.31586	8.28196	8.33180	8.34339	8.33728	8.32587	8.33196	8.32699	8.29929	8.32122
ILMN_1255537	8.33241	8.34333	8.35020	8.37040	8.33336	8.31818	8.31971	8.35817	8.38106	8.32368	8.33552	8.32727	8.31060	8.31674	8.30846	8.32852
ILMN_1255543	8.36365	8.32267	8.34080	8.38478	8.31978	8.35171	8.34002	8.32044	8.30783	8.34389	8.34439	8.34780	8.33609	8.33749	8.32082	8.32698
ILMN_1255556	12.34545	12.39404	12.26737	12.32623	12.52728	12.45812	12.22305	12.26549	12.46303	12.34665	12.50218	12.50348	12.59073	12.33089	12.55731	12.56474
ILMN_1255558	8.40721	8.36732	8.41376	8.36327	8.34294	8.40106	8.36844	8.36646	8.41451	8.37373	8.35756	8.39455	8.37988	8.43445	8.37046	8.40453
ILMN_1255559	8.55470	8.50968	8.54365	8.52753	8.48451	8.51748	8.56110	8.49304	8.52922	8.51361	8.48581	8.54341	8.53765	8.50354	8.53252	8.55900
ILMN_1255561	8.38445	8.37490	8.40968	8.41065	8.38107	8.37508	8.38149	8.38184	8.35833	8.36694	8.40894	8.40515	8.37348	8.37775	8.40921	8.37947
ILMN_1255564	8.35049	8.33797	8.33080	8.31945	8.33242	8.35016	8.32533	8.33140	8.32686	8.29912	8.33493	8.33199	8.35061	8.32808	8.36103	8.31991
ILMN_1255570	8.65840	8.73547	8.67813	8.63236	8.59888	8.74509	8.70845	8.64770	8.63869	8.73157	8.61047	8.64873	8.63263	8.61724	8.56750	8.70836
ILMN_1255579	8.35581	8.30689	8.33004	8.32027	8.30563	8.30666	8.29495	8.29724	8.29347	8.34227	8.30837	8.29112	8.30328	8.31604	8.29673	8.31783
ILMN_1255592	8.40694	8.38068	8.38454	8.37570	8.37585	8.38409	8.38437	8.38524	8.39475	8.36482	8.38436	8.37063	8.39914	8.37333	8.38253	8.41878
ILMN_1255593	8.35184	8.34345	8.34927	8.34770	8.35755	8.36813	8.35238	8.33981	8.33499	8.37045	8.36308	8.35793	8.36235	8.35400	8.36016	8.39266
ILMN_1255596	8.47556	8.45957	8.49956	8.56323	8.51145	8.53936	8.53997	8.47994	8.46694	8.49679	8.55856	8.52216	8.53607	8.53772	8.54354	8.53277
ILMN_1255629	8.32014	8.34686	8.32423	8.30950	8.30479	8.34344	8.31105	8.32236	8.31822	8.31894	8.31929	8.33336	8.28683	8.29607	8.30262	8.30255
ILMN_1255630	8.31925	8.30159	8.34293	8.33963	8.30773	8.29889	8.30533	8.29796	8.39299	8.31951	8.31103	8.33067	8.34382	8.31557	8.32417	8.33234
ILMN_1255631	8.30582	8.32815	8.31408	8.31205	8.32479	8.31232	8.31773	8.30665	8.31463	8.33026	8.28803	8.31121	8.29380	8.32374	8.30182	8.34750
ILMN_1255634	9.04040	8.95861	9.06417	9.01003	9.02765	9.07575	8.91730	9.03155	9.04266	9.02551	9.05725	9.00559	9.05587	9.08159	9.05077	8.99738
ILMN_1255639	8.29355	8.30593	8.30272	8.31519	8.30653	8.32741	8.34606	8.34106	8.36000	8.31444	8.32062	8.30642	8.31024	8.31859	8.30561	8.36291
ILMN_1255644	8.91445	9.05336	8.92341	8.98227	8.94837	9.08603	9.16361	9.03986	9.14982	9.00274	8.93290	9.08803	8.98282	8.89745	8.98254	9.08479
ILMN_1255648	8.38918	8.37041	8.40748	8.41519	8.40776	8.38000	8.36313	8.39254	8.36243	8.38193	8.33840	8.34344	8.39628	8.37435	8.36887	8.36856
ILMN_1255657	8.48403	8.46713	8.44051	8.49344	8.45344	8.45547	8.48304	8.41921	8.39310	8.42508	8.43038	8.51930	8.46069	8.47462	8.46657	8.47342
ILMN_1255667	8.32952	8.34999	8.31577	8.31443	8.32923	8.32882	8.32220	8.34190	8.31740	8.33054	8.30789	8.33038	8.32060	8.31024	8.31919	8.29432
ILMN_1255684	8.42937	8.38826	8.43435	8.40970	8.42832	8.48062	8.46886	8.43099	8.39574	8.43490	8.45326	8.44010	8.42775	8.43080	8.43681	8.44716
ILMN_1255688	8.32053	8.32917	8.33354	8.32094	8.36179	8.36356	8.35988	8.32163	8.36843	8.34545	8.35804	8.34801	8.38399	8.35686	8.33122	8.32115
ILMN_1255691	8.34881	8.36921	8.31349	8.34370	8.31609	8.31952	8.33802	8.34814	8.33077	8.31823	8.33467	8.35658	8.33143	8.31901	8.32953	8.34504
ILMN_1255697	10.58878	10.43759	10.49924	10.47846	10.56631	10.59478	10.64941	10.52791	10.47592	10.50980	10.55132	10.65338	10.61465	10.60408	10.52699	10.51864
ILMN_1255725	8.72433	8.66411	8.70806	8.65309	8.59992	8.66750	8.60249	8.66580	8.67802	8.58645	8.65228	8.69138	8.66540	8.63855	8.65614	8.66189
ILMN_1255734	8.33716	8.31757	8.30653	8.30121	8.32643	8.30859	8.30579	8.33534	8.31760	8.31844	8.33600	8.30228	8.32454	8.31334	8.34170	8.33456
ILMN_1255735	8.28924	8.29832	8.31355	8.29939	8.29289	8.32158	8.32869	8.30517	8.30702	8.34604	8.33841	8.29223	8.32921	8.29829	8.31457	8.31918
ILMN_1255736	13.05065	13.14449	13.08086	13.00185	12.90468	13.00448	13.09806	13.09596	13.15317	13.13466	13.07534	12.88801	13.02505	13.04523	12.96147	13.09709
ILMN_1255739	8.35727	8.33746	8.35145	8.31844	8.33101	8.35042	8.35221	8.37052	8.34661	8.33804	8.35765	8.31533	8.37436	8.34384	8.33954	8.36138
ILMN_1255741	8.41100	8.45012	8.47557	8.43253	8.45361	8.45931	8.44052	8.44316	8.44149	8.40312	8.45565	8.49977	8.46673	8.46467	8.45163	8.48179
ILMN_1255745	8.96660	8.95686	8.86427	8.92077	8.84061	8.85997	8.96764	8.84480	8.84541	8.93959	8.93991	8.82903	9.01425	8.83788	8.82455	8.84142
ILMN_1255754	8.33023	8.35550	8.39426	8.35710	8.38221	8.39491	8.38229	8.38049	8.38614	8.34879	8.39887	8.36337	8.37743	8.36213	8.34961	8.38859
ILMN_1255757	8.36704	8.34636	8.33327	8.33516	8.39576	8.44269	8.43335	8.40764	8.38870	8.35395	8.32926	8.36338	8.40211	8.43304	8.41226	8.38399
ILMN_1255766	8.54941	8.67766	8.58797	8.65755	8.54826	8.62567	8.56961	8.64343	8.64818	8.59760	8.61761	8.54521	8.57209	8.54348	8.55763	8.54149
ILMN_1255772	12.13140	12.10120	11.95693	11.98268	12.10110	12.13125	12.15838	12.01634	12.03908	11.86749	11.82290	11.90539	12.06631	11.96750	12.05430	11.95186
ILMN_1255775	8.30488	8.33266	8.31243	8.33816	8.31291	8.32555	8.29957	8.32486	8.33560	8.32369	8.34261	8.32132	8.30412	8.32498	8.32339	8.33102
ILMN_1255776	8.63185	8.61713	8.58737	8.64257	8.69609	8.63482	8.62224	8.66429	8.65795	8.64424	8.62031	8.60671	8.64450	8.63186	8.65541	8.60014
ILMN_1255779	8.45687	8.41915	8.42396	8.47359	8.46196	8.40181	8.47507	8.45775	8.43201	8.46978	8.44495	8.44218	8.42774	8.40100	8.42080	8.45031
ILMN_1255780	8.42179	8.37353	8.39279	8.44612	8.39578	8.36095	8.41471	8.37075	8.40255	8.36962	8.39391	8.39802	8.39018	8.38564	8.39397	8.37753
ILMN_1255796	8.32885	8.34018	8.34784	8.33936	8.32307	8.32641	8.35539	8.32834	8.35822	8.33175	8.33166	8.34935	8.30488	8.35477	8.35749	8.31672
ILMN_1255823	13.76282	13.76767	13.69425	13.60536	13.73663	13.79007	13.74258	13.73846	13.81629	13.72945	13.82319	13.74963	13.78643	13.77920	13.73591	13.70565
ILMN_1255826	8.30369	8.34398	8.33047	8.29801	8.31083	8.33312	8.33654	8.29874	8.31119	8.33747	8.32228	8.30389	8.30105	8.32740	8.31067	8.32937
ILMN_1255830	8.33802	8.32318	8.33216	8.33086	8.32672	8.34268	8.32019	8.32648	8.34041	8.32508	8.35608	8.33726	8.36719	8.34674	8.32858	8.36216
ILMN_1255832	9.58406	9.54789	9.80275	9.53417	9.49267	9.55352	9.43340	9.38137	9.52091	9.57495	9.38049	9.39324	9.40731	9.66655	9.46936	9.39554
ILMN_1255834	8.93005	8.88554	8.83414	8.91180	8.93864	8.83494	8.87406	8.92329	8.85559	8.96434	9.01913	8.92885	8.89263	8.87926	8.81816	8.85111
ILMN_1255836	8.39766	8.36978	8.43234	8.41856	8.43119	8.47001	8.48591	8.40089	8.44686	8.42122	8.43043	8.44809	8.51630	8.47913	8.45071	8.47059
ILMN_1255849	9.03263	9.11668	8.94724	9.06059	9.01253	9.02310	9.12525	9.12075	9.02019	9.06107	9.01734	9.04295	8.97873	9.06242	9.10295	9.11515
ILMN_1255860	8.35029	8.31379	8.33106	8.32388	8.34667	8.32532	8.30794	8.38053	8.31306	8.33548	8.35095	8.34669	8.35029	8.37402	8.33778	8.32474
ILMN_1255861	8.33731	8.33133	8.33266	8.33584	8.32073	8.32403	8.30866	8.34425	8.33590	8.32044	8.33769	8.33845	8.34437	8.31603	8.36179	8.31620
ILMN_1255871	9.88683	9.88380	9.46305	10.10496	10.04290	9.91783	9.83841	9.99074	9.99112	10.03720	10.06086	9.64919	9.68146	9.83389	9.90219	9.49115
ILMN_1255898	8.64402	8.67911	8.66515	8.62124	8.59719	8.71158	8.74688	8.56349	8.68981	8.67063	8.70124	8.61556	8.68076	8.68314	8.72429	8.67926
ILMN_1255921	8.41261	8.39204	8.41171	8.41113	8.39000	8.45423	8.40838	8.37060	8.38199	8.40964	8.40788	8.37554	8.43089	8.43011	8.43653	8.41902
ILMN_1255926	8.90927	8.93121	8.91288	8.88969	8.87438	8.84167	8.84547	8.85757	8.81590	8.94396	8.94060	8.98315	8.95393	8.96770	8.82313	8.92467
ILMN_1255927	9.20318	9.22462	9.17229	9.22410	9.13596	9.12606	9.23696	9.16745	9.21380	9.22748	9.14922	9.21619	9.20865	9.16936	9.19940	9.20400
ILMN_1255939	8.37224	8.36442	8.34043	8.38364	8.38133	8.37513	8.42030	8.36140	8.38208	8.35427	8.37983	8.41049	8.43188	8.36422	8.42501	8.36827
ILMN_1255960	8.33230	8.29956	8.31745	8.32617	8.30666	8.32592	8.31257	8.31300	8.31785	8.34746	8.34423	8.30806	8.30623	8.33768	8.35113	8.33083
ILMN_1255963	8.30980	8.31026	8.31766	8.31142	8.32214	8.34893	8.30246	8.32711	8.30653	8.32571	8.32728	8.31037	8.28822	8.30394	8.28885	8.33285
ILMN_1255973	8.32718	8.31183	8.31272	8.30027	8.32580	8.32196	8.31640	8.33425	8.30113	8.32972	8.32474	8.32955	8.33685	8.32956	8.31569	8.31280
ILMN_1255981	8.31831	8.35193	8.30586	8.31145	8.34056	8.32877	8.35236	8.32263	8.31983	8.33215	8.33679	8.34263	8.30335	8.36114	8.31281	8.33867
ILMN_1255996	8.36760	8.35742	8.33151	8.32128	8.33858	8.33173	8.32267	8.30430	8.30213	8.31191	8.34993	8.34848	8.34391	8.31001	8.33232	8.31472
ILMN_1256000	8.37597	8.41129	8.43740	8.41597	8.43184	8.49893	8.40168	8.46845	8.39438	8.42960	8.36783	8.37916	8.38332	8.44355	8.38549	8.42158
ILMN_1256012	9.15206	9.02231	9.03199	9.12000	9.18720	9.08396	9.14340	9.15372	9.01195	9.03940	9.03031	9.14450	9.17682	9.19804	9.12623	9.11491
ILMN_1256019	11.39642	11.33055	11.47068	11.37766	11.21425	11.42295	11.42249	11.15250	11.17341	11.13627	11.12993	11.14084	11.31094	11.36795	11.61052	11.26136
ILMN_1256020	8.30424	8.31846	8.35085	8.29613	8.32667	8.32397	8.34013	8.33116	8.33675	8.32943	8.33526	8.35842	8.35849	8.32186	8.30997	8.32451
ILMN_1256031	8.71354	8.58771	8.58751	8.69488	8.61457	8.58585	8.51564	8.64755	8.70433	8.64652	8.62609	8.59831	8.61017	8.56986	8.61267	8.60442
ILMN_1256052	8.79331	8.72836	8.82820	8.81488	8.71832	8.77301	8.77214	8.83129	8.82993	8.82711	8.79654	8.85837	8.81941	8.75228	8.84797	8.83672
ILMN_1256066	8.39013	8.39699	8.41485	8.36960	8.42479	8.42990	8.39576	8.43533	8.34368	8.42411	8.45455	8.44950	8.42067	8.39261	8.44147	8.39405
ILMN_1256080	8.38307	8.31800	8.36895	8.36507	8.37183	8.31677	8.36443	8.39229	8.40956	8.37653	8.37005	8.38294	8.37452	8.35601	8.38902	8.38885
ILMN_1256083	8.36326	8.34086	8.37854	8.37501	8.33763	8.36248	8.34906	8.33708	8.32263	8.34324	8.32904	8.31942	8.31483	8.35049	8.32041	8.35662
ILMN_1256089	8.30266	8.32262	8.31059	8.30821	8.29469	8.31696	8.31372	8.30874	8.30662	8.31882	8.29823	8.30727	8.32892	8.31535	8.30070	8.32981
ILMN_1256102	8.36384	8.37734	8.38791	8.36711	8.37061	8.35452	8.36007	8.35760	8.34058	8.33311	8.35660	8.40502	8.37543	8.37605	8.37505	8.36979
ILMN_1256103	8.67562	8.77225	8.85706	8.80677	8.62415	8.66002	8.59785	8.72375	8.62491	8.68581	8.68454	8.73091	8.73969	8.71966	8.71644	8.74434
ILMN_1256117	8.34906	8.34253	8.39359	8.32438	8.33529	8.35679	8.33385	8.34634	8.31619	8.35516	8.34121	8.37458	8.32471	8.37838	8.36221	8.34268
ILMN_1256119	8.30206	8.30418	8.27246	8.29248	8.29936	8.30810	8.32655	8.33082	8.34295	8.34367	8.30219	8.34483	8.33417	8.33426	8.30250	8.30566
ILMN_1256121	9.14154	9.12305	9.03110	9.11212	9.11328	9.09830	9.11754	9.07066	9.10044	9.10995	9.15223	9.10704	9.09865	9.05740	8.95740	9.08743
ILMN_1256125	8.34087	8.32175	8.31238	8.32081	8.39184	8.35262	8.36122	8.32544	8.34160	8.36533	8.30975	8.34094	8.31552	8.35688	8.30935	8.32546
ILMN_1256133	8.40010	8.37774	8.41440	8.38521	8.39180	8.37466	8.41802	8.41343	8.39615	8.36947	8.39606	8.38717	8.36916	8.34901	8.39257	8.34344
ILMN_1256134	8.36475	8.39995	8.38746	8.38400	8.37253	8.41936	8.39054	8.36938	8.39787	8.34476	8.34729	8.36674	8.36103	8.35523	8.35694	8.36891
ILMN_1256136	8.33842	8.31262	8.32072	8.32213	8.29787	8.31972	8.29431	8.33204	8.32447	8.31761	8.29514	8.31939	8.29748	8.31237	8.30969	8.31393
ILMN_1256141	8.35089	8.31837	8.29467	8.32819	8.31683	8.30761	8.31707	8.28948	8.31094	8.32611	8.30975	8.28957	8.31774	8.31246	8.31334	8.31127
ILMN_1256142	9.94684	9.83460	9.55810	9.81691	9.92352	9.88079	9.79611	9.95234	9.83308	9.80734	10.02679	9.68217	9.64999	9.75123	9.89050	9.59379
ILMN_1256157	8.33002	8.29135	8.33155	8.36030	8.33630	8.35309	8.30540	8.32690	8.33246	8.32311	8.30839	8.36717	8.33783	8.31806	8.31590	8.33339
ILMN_1256171	10.66114	10.46948	10.69096	10.57806	10.51596	10.47136	10.50897	10.39522	10.69452	10.67914	10.51735	10.46823	10.64470	10.49251	10.57441	10.62512
ILMN_1256173	8.39841	8.35068	8.34802	8.36500	8.37232	8.39700	8.34780	8.40619	8.38009	8.35687	8.33854	8.36726	8.30090	8.30807	8.36558	8.33434
ILMN_1256175	8.70183	8.76525	8.83598	8.89872	8.82182	8.81686	8.82182	8.78046	8.80962	8.79118	8.84015	8.94641	8.90018	8.86170	8.90968	8.95862
ILMN_1256186	8.54873	8.60566	8.54984	8.54208	8.48783	8.49954	8.48493	8.57149	8.57073	8.54281	8.58258	8.48911	8.57523	8.54789	8.51869	8.51460
ILMN_1256203	8.58395	8.63719	8.62383	8.66502	8.63127	8.70491	8.65609	8.67175	8.57457	8.63270	8.63274	8.69279	8.59565	8.60291	8.70135	8.61913
ILMN_1256219	9.94257	10.09872	10.08789	10.05505	10.01975	10.03338	9.94444	10.05019	9.97396	10.14471	9.95202	9.99568	9.97869	9.99158	10.09689	9.94608
ILMN_1256220	8.29152	8.30911	8.35441	8.31915	8.32611	8.34154	8.33107	8.32033	8.37068	8.35402	8.32651	8.37978	8.38618	8.35105	8.35826	8.33731
ILMN_1256222	8.31267	8.34812	8.31508	8.34364	8.34598	8.33441	8.32855	8.31685	8.32783	8.30682	8.35488	8.33017	8.29711	8.29675	8.31083	8.33289
ILMN_1256234	9.01334	9.00020	9.09261	9.15770	9.04120	9.02138	8.99312	8.99862	9.07884	9.01570	9.13732	8.94620	9.03709	9.10025	8.95511	9.02973
ILMN_1256246	8.33249	8.31343	8.31769	8.30431	8.31927	8.31392	8.31280	8.33246	8.31093	8.32849	8.30243	8.33136	8.33293	8.34139	8.31998	8.30812
ILMN_1256248	8.38380	8.35803	8.34250	8.33046	8.37677	8.39080	8.36436	8.36428	8.34872	8.34654	8.37049	8.35982	8.34010	8.35739	8.34924	8.34315
ILMN_1256251	8.36511	8.29969	8.32785	8.31276	8.31764	8.32491	8.32096	8.34198	8.29044	8.32453	8.34995	8.30081	8.33450	8.31508	8.37024	8.33050
ILMN_1256257	8.51819	8.51064	8.52457	8.47322	8.49235	8.41538	8.47398	8.48534	8.48980	8.41061	8.54356	8.50955	8.49037	8.46335	8.49750	8.49693
ILMN_1256260	8.29225	8.35777	8.32955	8.33617	8.32716	8.35092	8.34887	8.31159	8.35568	8.33518	8.36633	8.34110	8.35746	8.31728	8.35378	8.32745
ILMN_1256263	8.41150	8.37601	8.39377	8.41722	8.40179	8.40104	8.38313	8.36719	8.36460	8.37584	8.39558	8.35503	8.34589	8.36205	8.38307	8.40545
ILMN_1256281	8.46523	8.44839	8.46476	8.43757	8.44537	8.44538	8.44586	8.45688	8.43610	8.47940	8.52446	8.46373	8.45916	8.48194	8.47962	8.47046
ILMN_1256292	9.71558	9.61339	9.74175	9.66956	9.58923	9.54248	9.47501	9.62747	9.51792	9.51693	9.44659	9.57074	9.54731	9.54386	9.57840	9.37078
ILMN_1256294	8.32670	8.32575	8.31125	8.29634	8.31093	8.32386	8.31430	8.30321	8.33998	8.35050	8.31621	8.31881	8.29662	8.31101	8.33555	8.30901
ILMN_1256299	8.43453	8.36980	8.40402	8.37613	8.41328	8.41629	8.40487	8.48813	8.38607	8.35929	8.42769	8.37509	8.40566	8.43727	8.39436	8.39957
ILMN_1256301	8.38264	8.35124	8.38064	8.39743	8.38556	8.34709	8.36109	8.35994	8.37569	8.35840	8.33726	8.40558	8.42299	8.36808	8.35760	8.38746
ILMN_1256309	8.33748	8.34081	8.32347	8.36138	8.33169	8.33084	8.33651	8.31287	8.33105	8.33105	8.31458	8.34443	8.33559	8.30712	8.33667	8.32787
ILMN_1256317	8.32106	8.29949	8.32088	8.34154	8.34521	8.33199	8.33334	8.33760	8.35298	8.33575	8.31922	8.41949	8.32148	8.37011	8.32583	8.35027
ILMN_1256328	8.53151	8.53847	8.58896	8.56912	8.54574	8.56152	8.52638	8.45417	8.43646	8.53968	8.52904	8.52123	8.50292	8.55815	8.55024	8.48422
ILMN_1256334	8.53626	8.54290	8.60019	8.46953	8.44599	8.47022	8.50662	8.52706	8.47208	8.52944	8.49331	8.55973	8.53555	8.57875	8.51951	8.56190
ILMN_1256335	8.46314	8.46939	8.45635	8.50515	8.42265	8.42048	8.36667	8.43053	8.48204	8.45462	8.38979	8.38575	8.45049	8.40973	8.46249	8.44389
ILMN_1256348	11.18786	11.18774	11.11362	11.05667	11.08596	11.16266	11.07527	11.08847	11.29541	11.19317	11.28991	11.18629	11.24897	11.12772	11.12415	11.16957
ILMN_1256350	8.38036	8.44285	8.41248	8.41039	8.40960	8.39996	8.40455	8.41775	8.40740	8.42603	8.42481	8.41438	8.40560	8.38774	8.41261	8.42853
ILMN_1256354	9.05822	9.29201	8.97913	9.13310	9.11922	9.10127	9.13066	9.26441	9.20954	9.17777	9.10135	9.04829	9.06794	9.12576	9.10714	9.16377
ILMN_1256359	9.33151	9.23191	9.08320	9.29228	9.04090	9.47368	9.36720	9.66395	9.43283	9.41201	9.07755	9.32039	9.21804	9.20195	9.25363	9.43517
ILMN_1256369	11.47616	11.39417	11.27032	11.57463	11.19340	11.53296	11.38405	11.48293	11.68213	11.60075	11.30680	11.34317	11.31311	11.13493	11.41500	11.09427
ILMN_1256376	8.32024	8.32958	8.30766	8.33177	8.30372	8.30282	8.29554	8.27852	8.33890	8.30432	8.30139	8.31560	8.31090	8.33818	8.31698	8.28905
ILMN_1256378	8.36897	8.35726	8.35206	8.39445	8.37332	8.35479	8.36937	8.38368	8.35900	8.33731	8.35465	8.34875	8.36982	8.38822	8.38239	8.36813
ILMN_1256388	8.36396	8.34905	8.35794	8.35204	8.35164	8.36027	8.34252	8.34621	8.33793	8.32434	8.34573	8.37201	8.34988	8.34233	8.36620	8.35028
ILMN_1256392	8.29098	8.33601	8.30388	8.33084	8.35725	8.30170	8.34488	8.31991	8.33588	8.30712	8.32239	8.31872	8.32913	8.30317	8.31392	8.34121
ILMN_1256412	10.56997	10.59843	10.46117	10.45795	10.49395	10.48269	10.37155	10.48511	10.63238	10.48869	10.40865	10.54661	10.57703	10.65721	10.50521	10.53983
ILMN_1256415	8.28773	8.32658	8.29527	8.30716	8.30378	8.29429	8.30160	8.31046	8.28702	8.31510	8.30444	8.32152	8.30463	8.31084	8.33530	8.31455
ILMN_1256420	8.65966	8.80584	8.76430	8.61534	8.69001	8.67144	8.64850	8.73660	8.73399	8.62517	8.67923	8.60721	8.67347	8.67957	8.69950	8.64233
ILMN_1256423	8.36509	8.36079	8.38245	8.34812	8.38666	8.41464	8.38121	8.36348	8.37736	8.35398	8.37368	8.34869	8.36160	8.36772	8.41038	8.37395
ILMN_1256430	8.35689	8.36675	8.33408	8.37574	8.36091	8.36208	8.35704	8.32190	8.32710	8.33565	8.34750	8.33634	8.34430	8.33726	8.35206	8.36587
ILMN_1256434	8.50298	8.51210	8.46926	8.55752	8.46209	8.49670	8.49483	8.43996	8.51333	8.50650	8.48739	8.50875	8.48413	8.49990	8.45181	8.45138
ILMN_1256438	8.37453	8.31186	8.30252	8.31382	8.30166	8.32633	8.29957	8.32025	8.31563	8.32387	8.33478	8.34744	8.33262	8.30814	8.32465	8.32586
ILMN_1256439	8.34333	8.33843	8.32474	8.32131	8.38219	8.33121	8.32084	8.32665	8.30243	8.32859	8.34376	8.31057	8.31691	8.33636	8.34615	8.34241
ILMN_1256451	8.31857	8.32903	8.29470	8.33270	8.32953	8.32347	8.31011	8.35919	8.33491	8.30947	8.32078	8.31973	8.33536	8.32769	8.32120	8.28865
ILMN_1256463	8.98885	8.95571	8.91578	9.04714	8.95331	8.98932	8.89442	9.00041	8.92528	8.85902	8.94734	8.91426	9.00955	8.95236	8.97227	8.91096
ILMN_1256476	8.32620	8.31449	8.36346	8.36619	8.33329	8.33867	8.33369	8.33045	8.36338	8.39718	8.31987	8.38610	8.32935	8.32508	8.34411	8.33388
ILMN_1256480	8.32383	8.33089	8.32401	8.32727	8.34062	8.29028	8.30387	8.36792	8.30554	8.32528	8.31167	8.38847	8.31273	8.31779	8.29720	8.30989
ILMN_1256486	8.38819	8.44453	8.40237	8.41066	8.38322	8.36724	8.43088	8.36141	8.38844	8.40512	8.31473	8.37845	8.37807	8.35149	8.37149	8.38410
ILMN_1256488	9.54499	9.44772	9.63567	9.48392	9.62103	9.72479	9.79336	9.58244	9.49937	9.53247	9.51802	9.58573	9.70985	9.50795	9.59913	9.71319
ILMN_1256506	8.34612	8.35066	8.33911	8.33377	8.34661	8.34129	8.34558	8.33121	8.31889	8.31579	8.36884	8.33471	8.34387	8.37216	8.35299	8.34069
ILMN_1256514	8.57624	8.59218	8.55641	8.66484	8.57061	8.60174	8.57207	8.61984	8.65990	8.54676	8.59685	8.60096	8.63563	8.57692	8.62990	8.56679
ILMN_1256518	11.73576	11.76684	11.82728	11.81256	11.63401	11.55728	11.54331	11.76543	11.90040	11.79344	11.80590	11.75538	11.84099	11.76795	11.69985	11.73637
ILMN_1256523	8.60184	8.62467	8.61215	8.58504	8.57163	8.62930	8.58410	8.60157	8.65636	8.64258	8.57118	8.57130	8.59550	8.70421	8.55143	8.55790
ILMN_1256528	8.41402	8.37861	8.40435	8.44609	8.37607	8.38759	8.38807	8.41723	8.45699	8.39609	8.42444	8.38539	8.37801	8.37825	8.36542	8.36488
ILMN_1256529	8.30595	8.38734	8.35417	8.31150	8.31753	8.32022	8.33091	8.32051	8.33252	8.34062	8.32112	8.29425	8.33040	8.34623	8.32710	8.29475
ILMN_1256542	8.33878	8.34676	8.31832	8.34446	8.32116	8.30541	8.31548	8.31094	8.32900	8.33710	8.35466	8.30116	8.32062	8.31041	8.33080	8.29992
ILMN_1256544	8.33558	8.34340	8.30676	8.31299	8.31984	8.31144	8.35647	8.31806	8.30874	8.32896	8.29821	8.32994	8.29118	8.33338	8.31396	8.31299
ILMN_1256550	8.34631	8.32331	8.30480	8.31071	8.33322	8.30987	8.32544	8.29656	8.31645	8.32530	8.31179	8.29912	8.34202	8.34084	8.32768	8.31138
ILMN_1256562	8.35696	8.34715	8.33437	8.35112	8.32839	8.31126	8.32931	8.32974	8.34291	8.33595	8.33008	8.35678	8.32128	8.34475	8.32460	8.32878
ILMN_1256563	9.95956	9.97498	10.02265	9.89860	10.05996	10.06739	10.04383	10.02952	10.13905	10.02208	10.12106	10.07116	10.18708	10.10101	10.07471	10.20791
ILMN_1256564	8.55994	8.56163	8.67530	8.72582	8.57045	8.57430	8.43157	8.57867	8.69999	8.61489	8.62221	8.48538	8.54306	8.67710	8.66576	8.63634
ILMN_1256574	8.35301	8.34754	8.35156	8.32522	8.33047	8.35345	8.33020	8.32542	8.34607	8.32640	8.34280	8.32115	8.31331	8.34494	8.33410	8.33448
ILMN_1256578	8.29042	8.32390	8.34769	8.30254	8.31330	8.33203	8.31946	8.31996	8.29763	8.30028	8.31411	8.31996	8.31631	8.29417	8.31427	8.31173
ILMN_1256579	8.34711	8.30332	8.28170	8.32615	8.32132	8.34838	8.31527	8.29878	8.30318	8.32774	8.29603	8.34979	8.30111	8.32755	8.33584	8.32215
ILMN_1256594	8.35193	8.34570	8.36368	8.34604	8.35639	8.32616	8.34875	8.35492	8.41235	8.32832	8.36264	8.35712	8.35375	8.34024	8.34127	8.35012
ILMN_1256608	8.34538	8.37083	8.33060	8.31909	8.33181	8.32508	8.34568	8.32468	8.35221	8.33265	8.32350	8.32287	8.33800	8.33037	8.33347	8.32249
ILMN_1256614	8.31820	8.31541	8.35410	8.34137	8.32452	8.30622	8.33538	8.30952	8.37691	8.34126	8.36690	8.33552	8.33099	8.29903	8.34550	8.31829
