Reporter Identifier	VALUE
1	0.175739901
2	1.992924142
3	0.910840084
4	1.577294243
5	0.877693526
6	0.931062373
7	0.353780059
8	0.835851702
9	0.184281229
10	0.318732592
11	2.020271623
12	0.388873872
13	0.850767146
14	0.355062868
15	0.284744249
16	3.517468944
17	0.112826531
18	0.127161709
19	0.75664289
20	0.354288895
21	0.202252971
22	1.64475811
23	0.097079114
24	0.158341343
25	1.310108159
26	1.903881626
27	0.068662621
28	2.406825264
29	3.505327034
30	0.138181513
31	0.93185548
32	0.126345613
33	3.831123738
34	0.044934961
35	0.093729428
36	0.164290157
37	0.250843297
38	0.479811798
39	1.422483405
40	4.750997668
41	0.795836851
42	4.438270895
43	0.420279621
44	0.339445181
45	0.24869281
46	0.083682086
47	1.639817881
48	0.976096104
49	0.485995866
50	1.846077561
51	1.991857944
52	0.48675901
53	5.200717132
54	0.157555034
55	0.753924343
56	0.21168993
57	0.968415106
58	2.119493664
59	0.667969745
60	0.107128964
61	0.316411542
62	0.195086419
63	0.319888029
64	0.322477267
65	0.514813909
66	0.213925849
67	2.973122794
68	2.081628461
69	0.207555987
70	3.957194565
71	5.373513326
72	1.369499318
73	2.153884298
74	1.913936564
75	2.98143335
76	0.098182208
77	0.433709996
78	0.540494952
79	0.439422928
80	0.43070115
81	0.216446636
82	2.071096945
83	0.138968239
84	0.410376855
85	2.748367248
86	0.967877471
87	0.49115474
88	1.386701984
89	0.663191116
90	0.36387373
91	2.140642044
92	1.399082939
93	0.152544843
94	0.475683939
95	0.163322074
96	0.289359004
97	1.003641751
98	1.238193043
99	0.254419222
100	0.89602733
101	1.456041164
102	3.382842703
103	0.070739105
104	1.726011972
105	0.37945023
106	5.226508329
107	2.746353076
108	1.190514407
109	1.842146845
110	4.401303841
111	0.284854933
112	0.850289631
113	0.147688313
114	0.386735195
115	4.240095284
116	1.132819468
117	0.770332713
118	0.235207427
119	0.99689141
120	0.923410116
121	2.292381705
122	0.19503735
123	0.497024988
124	0.312639141
125	2.246638097
126	0.233540281
127	1.040093352
128	0.304500498
129	3.92203417
130	0.227642677
131	0.097702427
132	0.090588412
133	0.383926511
134	3.852596748
