Reporter Identifier	VALUE
1	0.182063247
2	2.129685955
3	1.456137505
4	1.794633646
5	0.96893522
6	1.017070476
7	0.218189759
8	0.893262219
9	0.252181317
10	0.315231245
11	2.22630798
12	0.275299441
13	0.850171226
14	0.419350028
15	0.281955773
16	2.991550821
17	0.115965934
18	0.137543101
19	0.774237618
20	0.418320525
21	0.199172687
22	1.593900816
23	0.100644679
24	0.167345947
25	1.579495743
26	2.890493376
27	0.074726686
28	2.475561893
29	3.82652426
30	0.141128411
31	0.728003536
32	0.075355229
33	3.325395922
34	0.041664639
35	0.084368706
36	0.180862288
37	0.216640681
38	0.472032241
39	1.355813763
40	1.725166853
41	0.915051616
42	5.908410898
43	0.328091402
44	0.296637112
45	0.271971749
46	0.093632157
47	1.779113264
48	0.990016265
49	0.495034784
50	1.878836281
51	2.56788783
52	0.421918953
53	3.819335335
54	0.152566981
55	0.638556844
56	0.215570625
57	0.883749543
58	2.113872061
59	0.671775267
60	0.106898154
61	0.3409169
62	0.196053783
63	0.326157299
64	0.302796172
65	0.483703064
66	0.204109022
67	2.359922629
68	2.073827886
69	0.214218965
70	3.750577041
71	4.905963635
72	1.399812799
73	2.932252968
74	2.124285
75	2.914737303
76	0.103287553
77	0.475321412
78	0.604330102
79	0.506803029
80	0.468452761
81	0.275070858
82	1.905293068
83	0.146700532
84	0.440693961
85	2.810358158
86	1.108009586
87	0.317620866
88	1.530514269
89	0.652983229
90	0.358278457
91	2.242524869
92	1.365618434
93	0.168092679
94	0.502945332
95	0.171085434
96	0.130760185
97	1.024570097
98	1.322121589
99	0.266855494
100	0.867502211
101	1.611892669
102	3.468860748
103	0.065218596
104	1.720482786
105	0.430773671
106	6.506256448
107	2.719541187
108	1.515895223
109	2.606423801
110	4.141746042
111	0.246916468
112	0.901389085
113	0.182175196
114	0.431059356
115	3.327033254
116	1.140454184
117	0.948880081
118	0.243409942
119	0.993920067
120	1.165820996
121	2.506089815
122	0.18644622
123	0.501898599
124	0.313145926
125	2.151150949
126	0.195506611
127	1.059080012
128	0.308638421
129	2.765758711
130	0.231031118
131	0.097354066
132	0.08589944
133	0.397070487
134	3.970874721
