Reporter Identifier	VALUE
1	0.196574328
2	1.250102574
3	0.935378235
4	0.997896653
5	0.765832395
6	0.659871506
7	0.304665506
8	1.682171149
9	1.301732431
10	1.09231706
11	3.763424315
12	0.392979926
13	0.688448192
14	0.990748065
15	0.265070877
16	2.847165837
17	0.095453285
18	0.09044399
19	0.326674338
20	0.322874726
21	0.089296691
22	0.530578615
23	0.368346289
24	0.198964421
25	0.729595908
26	0.525223635
27	0.057608056
28	2.09606004
29	2.05459218
30	0.192864916
31	0.729287949
32	0.069611379
33	0.054062225
34	0.053110008
35	0.086271015
36	0.128537579
37	0.387647035
38	0.881833203
39	1.173217781
40	0.984708457
41	0.585615975
42	1.755729637
43	0.633134821
44	0.36635177
45	0.663538246
46	0.326240716
47	3.194172332
48	0.992125223
49	0.73531333
50	2.699909875
51	13.01424192
52	0.278439529
53	4.317961335
54	0.161034604
55	0.487596977
56	0.211299135
57	1.428615173
58	2.162678268
59	2.467257146
60	0.75235846
61	0.775657315
62	1.067100591
63	0.558184701
64	0.2733687
65	0.342273969
66	0.161580363
67	2.095757495
68	1.212121909
69	0.251266151
70	3.628371602
71	6.413656244
72	1.226739125
73	0.664178357
74	1.058725991
75	1.806304719
76	0.141808213
77	0.61081
78	0.475259173
79	0.296150495
80	0.297474093
81	0.1614178
82	3.792670717
83	0.185873676
84	1.053623967
85	2.327507354
86	1.134146468
87	0.455153235
88	1.1165399
89	0.315972529
90	0.435714508
91	1.643145503
92	1.020175063
93	0.124340225
94	0.533673398
95	0.199116137
96	0.059486531
97	1.246852674
98	2.692633209
99	0.442660872
100	0.629938085
101	0.984989741
102	1.754939073
103	0.206594617
104	1.117438741
105	0.326731491
106	1.466188007
107	1.038324771
108	1.181137602
109	1.933595596
110	3.593347694
111	0.509205074
112	0.519233428
113	0.183189998
114	0.346037875
115	3.576014293
116	0.932438609
117	0.912641755
118	0.273550831
119	1.55871103
120	7.005487457
121	1.813500481
122	0.691130538
123	0.300647667
124	0.347790996
125	1.628860685
126	0.461863794
127	1.002240402
128	0.234291506
129	3.499829038
130	0.24574528
131	0.094777909
132	0.111591864
133	0.327571058
134	3.454230546
