Reporter Identifier	VALUE
1	0.181640438
2	3.054771966
3	1.130676308
4	1.087613922
5	0.818009776
6	0.831488907
7	0.314200511
8	2.815900625
9	0.926090153
10	0.46625453
11	5.888110635
12	0.299184042
13	0.707727897
14	1.516068308
15	0.20839022
16	0.886603124
17	0.102479838
18	0.116827051
19	0.647739496
20	0.270276324
21	0.235931065
22	5.825169643
23	0.375030708
24	0.150247894
25	0.899288036
26	0.713348045
27	0.038561778
28	0.711703843
29	4.124450152
30	0.135968398
31	0.529069596
32	0.060036712
33	0.037645539
34	0.043879947
35	0.061978003
36	0.109998073
37	0.228247912
38	0.650683047
39	1.211030026
40	0.878505305
41	1.236341266
42	2.446885619
43	0.430490041
44	1.899464294
45	0.223803011
46	0.245317541
47	0.68245893
48	0.9253346
49	0.783831617
50	1.699149379
51	3.86609778
52	0.279126212
53	7.638687079
54	0.160774449
55	10.68421432
56	0.560704618
57	2.239548558
58	3.526803438
59	0.698419168
60	0.110787849
61	1.266027551
62	0.830207973
63	0.226925908
64	0.686754434
65	0.336301999
66	0.188105222
67	4.556073882
68	17.11850934
69	0.230036496
70	4.500594033
71	6.534883643
72	1.71551323
73	0.589772688
74	1.3022562
75	3.164509194
76	0.276933219
77	1.335341299
78	0.48083677
79	0.358495351
80	0.45432876
81	0.188147085
82	2.030360044
83	0.098395022
84	1.055098627
85	2.55174455
86	0.851379191
87	0.30027729
88	1.084329985
89	0.18530545
90	0.812600802
91	27.36945377
92	1.522274558
93	0.097258918
94	0.503521763
95	0.166371835
96	0.074128854
97	0.960944757
98	2.163084146
99	0.319615136
100	0.667021995
101	0.55537225
102	0.844127461
103	0.697610859
104	2.081727897
105	0.302512787
106	3.562906002
107	1.5630815
108	1.347176264
109	3.036819146
110	2.984416489
111	0.950678075
112	0.792182611
113	0.111040334
114	0.410986594
115	4.538149166
116	1.250578611
117	0.658945615
118	0.175975759
119	0.841470543
120	3.453253685
121	1.165542194
122	0.211008671
123	0.264907236
124	0.338118539
125	2.413453121
126	0.375763427
127	1.398188288
128	0.303506724
129	4.727296358
130	0.252949212
131	0.126329515
132	0.092493634
133	0.53311129
134	1.96615164
