Reporter Identifier	VALUE
1	0.182558764
2	2.334465161
3	1.279550847
4	1.481687416
5	0.760810191
6	0.930009579
7	0.429490407
8	1.058866223
9	6.879768369
10	3.458010559
11	3.754176873
12	0.336832608
13	0.684644028
14	1.447091445
15	0.293371686
16	1.028735291
17	0.095598974
18	0.093933448
19	0.473904759
20	0.244849528
21	0.29809095
22	4.934723424
23	0.286664371
24	0.157577555
25	0.595709994
26	0.436917505
27	0.043650461
28	0.892859257
29	2.41298638
30	0.134600552
31	0.499208287
32	0.082687791
33	0.044118395
34	0.051856341
35	0.084803076
36	0.103384071
37	0.337662697
38	0.957816917
39	1.342416162
40	0.7463093
41	1.2866742
42	2.376787007
43	0.494921282
44	1.502228039
45	0.26628126
46	0.107339282
47	0.749302544
48	0.958344807
49	0.724383486
50	3.087143451
51	7.44399709
52	0.302913781
53	4.055399084
54	0.159242367
55	2.871788365
56	0.331487063
57	2.177500831
58	2.116006156
59	0.772223778
60	0.175403656
61	0.538647468
62	0.62335936
63	0.769529387
64	0.283043604
65	1.119765139
66	0.590059305
67	3.946816724
68	2.699733465
69	0.204725661
70	2.952508048
71	4.074189298
72	1.276213127
73	4.764615717
74	1.426890096
75	2.480536764
76	0.164095046
77	0.576908382
78	0.448380276
79	0.300701011
80	0.259396075
81	0.150909482
82	2.363321199
83	0.137126193
84	0.648867
85	2.686034122
86	0.964878078
87	0.450957634
88	0.936616204
89	0.224103447
90	0.628332743
91	4.120501212
92	0.843056359
93	0.157638175
94	0.513442632
95	0.19281371
96	0.08870236
97	0.56378112
98	3.356136845
99	0.35465215
100	0.500160367
101	0.515242995
102	0.624008703
103	0.348537095
104	0.429605104
105	0.301262973
106	2.207129306
107	1.195310542
108	1.339865651
109	1.830389647
110	2.482731811
111	0.414258548
112	0.617574944
113	0.156339313
114	0.483830674
115	2.815116868
116	1.667655526
117	1.282621366
118	0.241769492
119	1.026719296
120	1.650643526
121	1.246002713
122	0.24611118
123	0.295080519
124	0.429482641
125	2.012384108
126	0.595121019
127	1.271462183
128	0.239790871
129	3.957418898
130	0.234601397
131	0.10251112
132	0.101136518
133	0.533939359
134	3.325406721
