Reporter Identifier	VALUE
1	0.180155711
2	2.824898015
3	1.436773329
4	1.356513537
5	0.91657814
6	0.869652456
7	0.956568868
8	1.020479065
9	1.01701472
10	0.394459111
11	1.383712573
12	0.420836184
13	0.718977993
14	1.050609143
15	0.223804166
16	2.386330374
17	0.114161132
18	0.128822753
19	0.888526687
20	0.411778878
21	0.150182725
22	6.03027288
23	0.278071979
24	0.165685032
25	0.828082276
26	1.078235101
27	0.038911487
28	0.951390446
29	3.537277848
30	0.160241009
31	0.588085493
32	0.070101554
33	0.2612316
34	0.041935515
35	0.088069869
36	0.127410717
37	0.335317184
38	0.591577439
39	1.380869984
40	0.789872885
41	0.53259704
42	3.20981494
43	0.517068453
44	0.271780718
45	0.249352449
46	0.090990961
47	1.725334007
48	0.872641103
49	0.477033118
50	1.883941104
51	4.463825409
52	0.379869489
53	4.738996373
54	0.153548095
55	0.641837449
56	0.239260066
57	1.668428375
58	3.181421151
59	0.739048445
60	0.104052269
61	0.470479705
62	0.583769599
63	0.459358949
64	0.264928756
65	0.428696289
66	0.220062713
67	4.083982918
68	1.096927846
69	0.199121638
70	4.52291698
71	5.6673563
72	1.496164054
73	0.612851484
74	0.993131388
75	1.7431578
76	0.17518251
77	0.73220663
78	0.577991751
79	0.341754208
80	0.46121432
81	0.17960893
82	2.495420087
83	0.147320156
84	0.730036037
85	3.185165976
86	0.865568739
87	0.306008322
88	0.916487586
89	0.428870421
90	0.486463932
91	2.639692177
92	1.294013697
93	0.099378474
94	0.533598275
95	0.184539321
96	0.104120249
97	0.719265223
98	1.243702293
99	0.235420844
100	0.849269159
101	1.386991002
102	2.658521366
103	0.069524705
104	1.430969132
105	0.303488151
106	4.499791818
107	2.485312424
108	1.288641258
109	2.252281593
110	3.891347328
111	0.804669454
112	0.699140655
113	0.158147376
114	0.504950425
115	2.848315987
116	1.368166937
117	0.697252855
118	0.26286345
119	1.215952673
120	1.02562088
121	0.982075277
122	0.168542498
123	0.273941939
124	0.25331559
125	2.535289234
126	0.340939409
127	1.441530254
128	0.265743524
129	2.547606947
130	0.238174715
131	0.122961379
132	0.098757513
133	0.507462051
134	2.632166259
