Reporter Identifier	VALUE
1	0.157714554
2	2.479765012
3	1.682138381
4	1.556398757
5	0.783709903
6	1.010542022
7	0.278528177
8	0.947816545
9	1.142822008
10	0.554567166
11	1.72384914
12	0.26192018
13	0.633311414
14	0.294454686
15	0.211178312
16	3.022643944
17	0.099355393
18	0.129620479
19	0.719042503
20	0.33351171
21	0.185904723
22	2.641004596
23	0.118129941
24	0.142497751
25	1.945474677
26	3.245251099
27	0.046144265
28	1.584857551
29	3.886577913
30	0.133745816
31	0.590699858
32	0.053961198
33	5.360906875
34	0.044335017
35	0.075430605
36	0.144334267
37	0.237422061
38	0.370870018
39	1.416926951
40	1.662716179
41	1.298769398
42	7.322490549
43	0.216750612
44	0.329332021
45	0.237352137
46	0.094955992
47	2.376451184
48	1.123878086
49	0.485459696
50	1.985971476
51	3.595255217
52	0.561215837
53	6.502083629
54	0.119312723
55	0.96121968
56	0.226853451
57	1.098861747
58	2.46265897
59	0.826371855
60	0.096571838
61	0.335585013
62	0.198633396
63	0.703749112
64	0.304980817
65	0.362165313
66	0.20376388
67	4.381533456
68	2.602580547
69	0.22194216
70	5.082912758
71	6.137678051
72	1.496206774
73	2.62200291
74	2.115617196
75	3.245732707
76	0.097252122
77	0.355734545
78	0.498475614
79	0.39122622
80	0.470406099
81	0.206856148
82	1.573040783
83	0.121187139
84	0.462529599
85	2.822694055
86	1.195085341
87	0.364700115
88	1.723677171
89	0.605527324
90	0.339853933
91	2.263760663
92	1.471331812
93	0.134318117
94	0.422321493
95	0.158474887
96	0.067412365
97	0.8384379
98	1.405866573
99	0.224479023
100	0.731489841
101	1.405120557
102	2.838608742
103	0.068619638
104	1.50526249
105	0.343335439
106	5.85019685
107	2.297730569
108	0.881384377
109	1.696610132
110	2.981024497
111	0.417484991
112	1.171204918
113	0.148974053
114	0.507260039
115	3.872445242
116	1.331185046
117	0.897215342
118	0.192661167
119	1.33959682
120	2.872267614
121	2.861883689
122	0.258001993
123	0.426110869
124	0.182651166
125	2.987255921
126	0.189071474
127	1.389046023
128	0.269124599
129	5.158786132
130	0.24901453
131	0.085637218
132	0.074785393
133	0.360478621
134	2.243761028
