Reporter Identifier	VALUE
1	0.283376361
2	1.357417971
3	1.472384619
4	0.574310921
5	0.889774599
6	0.723715113
7	0.504190042
8	0.673043898
9	1.212132577
10	1.329450684
11	0.870577608
12	0.329977588
13	0.584642414
14	1.875634807
15	0.301253489
16	0.508383135
17	0.105673253
18	0.165235937
19	0.901019541
20	0.358367426
21	0.254278236
22	2.070724552
23	1.146656634
24	0.274426149
25	0.858378236
26	0.719803687
27	0.03866051
28	0.625106787
29	3.532124201
30	0.226369721
31	1.013062616
32	0.424195186
33	0.047002864
34	0.068698319
35	0.098889833
36	0.154649995
37	0.387672838
38	0.580819937
39	1.419659586
40	0.662560687
41	1.051448083
42	0.609907727
43	0.275934222
44	0.742647669
45	0.292159987
46	0.158464587
47	0.895600141
48	1.022903626
49	0.496896212
50	1.151991387
51	3.107737766
52	0.413881473
53	3.659571018
54	0.202144936
55	2.086405584
56	0.32380166
57	1.874083296
58	2.350907982
59	0.520114963
60	0.16400395
61	0.499809866
62	0.935030962
63	0.297260571
64	0.310421956
65	0.812631354
66	0.365641258
67	1.584605633
68	1.504863184
69	0.344829987
70	2.381400736
71	2.907883338
72	1.386361526
73	0.368281204
74	0.648973411
75	1.482947499
76	0.183224314
77	0.813000155
78	0.700252686
79	0.328681623
80	0.311864491
81	0.197072324
82	1.983043877
83	0.127890955
84	1.427505345
85	1.91931529
86	1.553089254
87	0.588082577
88	0.812904596
89	0.372919143
90	0.458170754
91	1.880950329
92	1.164611146
93	0.136569084
94	0.459685173
95	0.193112671
96	0.303949384
97	0.495210985
98	1.878053235
99	0.402693636
100	0.703364601
101	0.406228431
102	0.338887824
103	0.29303732
104	0.818151215
105	0.304512309
106	0.573155253
107	0.60961825
108	0.687030287
109	1.197130058
110	1.712733747
111	0.20159306
112	0.673348681
113	0.184034261
114	0.219050805
115	4.47527393
116	1.055998142
117	1.012828059
118	0.356561598
119	1.404386572
120	1.091756105
121	2.085144019
122	0.20498096
123	0.333315857
124	0.307708169
125	4.173374831
126	0.512855403
127	1.108539829
128	0.19414755
129	1.858133916
130	0.279582034
131	0.160315408
132	0.133388022
133	0.450143504
134	4.071254236
