Reporter Identifier	VALUE
1	0.247254109
2	1.658962945
3	1.805865878
4	1.343832593
5	0.926705983
6	0.89032013
7	0.283654115
8	1.405789519
9	2.883269337
10	1.339513575
11	1.164610135
12	0.331648299
13	0.7709048
14	0.332803025
15	0.221098428
16	1.282598979
17	0.125663009
18	0.107441641
19	0.574841866
20	0.273039781
21	0.112357741
22	5.928872869
23	0.244742325
24	0.22592089
25	0.762650602
26	0.645605752
27	0.045963983
28	0.73009528
29	2.575837091
30	0.171370922
31	0.604119818
32	0.054321271
33	0.097186647
34	0.056730655
35	0.081551957
36	0.156185656
37	0.466088495
38	0.66705308
39	1.021950278
40	0.829288447
41	0.508575424
42	4.19481838
43	0.420418647
44	1.721925971
45	0.568884061
46	0.150125121
47	3.595384673
48	0.812045127
49	0.526133135
50	1.816280432
51	3.738901185
52	0.371386436
53	3.913614673
54	0.24465379
55	1.195898997
56	0.284115509
57	1.983535156
58	2.112395428
59	0.84440682
60	0.147672567
61	0.519715201
62	0.591108765
63	0.81243069
64	0.440751075
65	0.419855919
66	0.147870141
67	2.500930408
68	1.089209748
69	0.239072755
70	2.765789658
71	3.293963888
72	1.029029332
73	2.523897174
74	1.12412222
75	3.647117368
76	0.138143193
77	0.539135449
78	0.532024586
79	0.322718748
80	0.362234072
81	0.217767312
82	2.018059023
83	0.112791908
84	0.666778773
85	1.874931518
86	0.798510301
87	0.404852869
88	1.392426244
89	0.431919126
90	0.423012822
91	1.162345793
92	1.230840772
93	0.198306211
94	0.443117841
95	0.178724154
96	0.081244773
97	0.793137572
98	1.394545354
99	0.294071426
100	0.669163197
101	0.675269376
102	0.834201672
103	0.072510133
104	1.092374498
105	0.426639523
106	2.725607002
107	1.670970608
108	1.567269912
109	2.946045775
110	2.834859762
111	0.497356233
112	0.86830119
113	0.208047984
114	0.664908802
115	4.262186088
116	2.041855056
117	0.834593188
118	0.359474804
119	0.812523567
120	0.929248288
121	0.88257925
122	0.288968529
123	0.303185354
124	0.443704828
125	1.983710709
126	0.399408246
127	0.963298662
128	0.40371205
129	2.875307712
130	0.314968851
131	0.101048885
132	0.098439674
133	0.465609432
134	3.333733538
