Reporter Identifier	VALUE
1	0.20899992
2	2.89679416
3	1.044934019
4	1.456622715
5	0.810809216
6	0.913180097
7	0.379154024
8	1.73086782
9	3.863006884
10	1.014381528
11	1.525248289
12	0.274128939
13	0.823378754
14	1.227701602
15	0.182925754
16	1.209044317
17	0.104432469
18	0.089595115
19	0.252493646
20	0.308835025
21	0.066980552
22	9.486210271
23	0.358235648
24	0.136102934
25	1.116417199
26	0.870381943
27	0.035392109
28	1.318248096
29	2.552242137
30	0.130000492
31	0.469058571
32	0.07821378
33	0.054233231
34	0.034339234
35	0.052376817
36	0.123468831
37	0.421503366
38	0.63047693
39	1.557458915
40	1.133242003
41	0.955986635
42	2.871389876
43	0.264290461
44	2.708845538
45	0.860173363
46	0.218430526
47	4.386940452
48	0.962054813
49	0.649832918
50	4.830985577
51	17.46950613
52	0.243146055
53	5.933747655
54	0.171190033
55	1.44203977
56	0.151931947
57	1.456454749
58	2.327012828
59	2.965822864
60	0.856594402
61	0.492252907
62	0.424361561
63	0.334539765
64	0.319121136
65	0.340205387
66	0.177679157
67	3.035713424
68	1.206806552
69	0.319146371
70	4.285712872
71	8.841205486
72	1.459131383
73	1.239097499
74	1.135486521
75	3.077612895
76	0.079642847
77	0.32614364
78	0.331411267
79	0.22316982
80	0.237501284
81	0.10778364
82	2.723779719
83	0.185337427
84	0.967094994
85	3.234583279
86	0.960610575
87	0.359651373
88	1.223579591
89	0.318823737
90	0.373114774
91	1.946082261
92	0.889793715
93	0.07698858
94	0.493275172
95	0.161051415
96	0.073220446
97	1.247533701
98	1.498254958
99	0.281341474
100	0.622216078
101	1.201216624
102	2.333858044
103	0.076122608
104	2.144889429
105	0.321552408
106	2.488187933
107	1.026529854
108	1.364793306
109	1.86646195
110	2.687559788
111	0.306644283
112	0.571786004
113	0.187085446
114	0.369037435
115	5.213602893
116	1.666307511
117	1.04817165
118	0.272257028
119	1.144422875
120	7.295205562
121	1.091250038
122	0.769692502
123	0.33541247
124	0.207733949
125	2.351378984
126	0.327513961
127	1.137135312
128	0.259159774
129	2.468203815
130	0.236138813
131	0.081508486
132	0.074429325
133	0.356490327
134	8.853893479
