Reporter Identifier	VALUE
1	0.176722181
2	1.583099177
3	1.724337953
4	1.607963911
5	0.99562547
6	1.023822868
7	0.294317818
8	0.925713569
9	0.751160946
10	0.318246522
11	2.276905
12	0.299187548
13	0.7878161
14	0.317587372
15	0.240457318
16	3.11968258
17	0.101343895
18	0.158956466
19	0.962091907
20	0.412875924
21	0.164162999
22	2.721716376
23	0.110448115
24	0.151439412
25	1.826278503
26	4.497717135
27	0.067769521
28	2.016406911
29	4.384108854
30	0.143085615
31	0.592568309
32	0.062711152
33	4.404466627
34	0.041326988
35	0.067689039
36	0.177425796
37	0.227361944
38	0.357829371
39	1.101450025
40	0.87942163
41	1.115594511
42	7.926569008
43	0.293736769
44	0.302332476
45	0.276781898
46	0.082066324
47	2.271947305
48	1.041463902
49	0.447549475
50	2.057056577
51	3.050484381
52	0.503599101
53	7.427572199
54	0.168911445
55	0.796955299
56	0.216286386
57	0.975091231
58	1.994573934
59	0.717199768
60	0.103057
61	0.34632484
62	0.160500202
63	0.309838881
64	0.31379551
65	0.442243586
66	0.171494718
67	3.19219868
68	2.938997704
69	0.242995913
70	4.921766228
71	6.236192019
72	1.39751355
73	2.685468676
74	2.209781414
75	3.109731737
76	0.079761487
77	0.356194176
78	0.547924526
79	0.469560042
80	0.470693656
81	0.18075303
82	2.006090764
83	0.116711626
84	0.421240379
85	2.929922601
86	0.92102165
87	0.252161959
88	1.403477713
89	0.67795588
90	0.546686401
91	2.624409131
92	1.405274692
93	0.159502631
94	0.505432416
95	0.150350562
96	0.067045874
97	0.914352277
98	1.260375329
99	0.225850378
100	0.810696715
101	1.54219623
102	3.549051014
103	0.068230324
104	1.92091204
105	0.460959294
106	11.36812668
107	2.551335916
108	1.958506059
109	4.061118841
110	3.237115514
111	0.364804965
112	1.006917892
113	0.151493532
114	0.48436777
115	2.933388936
116	1.112977138
117	0.931365122
118	0.217059732
119	1.107921588
120	1.45805711
121	2.961133677
122	0.228330991
123	0.453461119
124	0.242032714
125	2.640168021
126	0.184548347
127	1.08266401
128	0.318666844
129	4.908819452
130	0.207774601
131	0.103671123
132	0.074869676
133	0.408851758
134	1.838630987
