Reporter Identifier	VALUE
1	0.194781357
2	2.442860889
3	1.242220777
4	1.502449267
5	0.867587213
6	0.758257645
7	0.43630788
8	1.124823454
9	1.549542089
10	0.696146142
11	1.198922768
12	0.45111617
13	0.810774231
14	0.915732567
15	0.294580411
16	1.569794175
17	0.123148422
18	0.11095895
19	0.573953057
20	0.356550384
21	0.132095015
22	3.382198805
23	0.203968494
24	0.160242094
25	0.872251345
26	0.913656939
27	0.050649
28	0.993513537
29	3.473977332
30	0.140021953
31	0.561468219
32	0.084672647
33	0.908589558
34	0.047186412
35	0.106627636
36	0.147639557
37	0.333994348
38	0.597421634
39	1.482142532
40	0.904489981
41	0.626597753
42	5.025459197
43	0.617326309
44	0.289337346
45	0.296398496
46	0.093323744
47	1.386907581
48	0.878728763
49	0.547999379
50	1.591765
51	2.83342916
52	0.326474804
53	4.559410438
54	0.16192678
55	0.547258348
56	0.26010153
57	2.108584766
58	2.721364125
59	0.687778907
60	0.09431819
61	0.469996135
62	0.269388048
63	0.37600414
64	0.273559215
65	0.612202118
66	0.301559105
67	3.309018374
68	1.124132378
69	0.184599481
70	3.651889399
71	5.551319462
72	1.25477099
73	0.833808353
74	0.815076277
75	1.969615704
76	0.152957593
77	0.622681129
78	0.490145777
79	0.36060604
80	0.408983372
81	0.215571119
82	2.344048351
83	0.163442428
84	0.686677468
85	2.53428583
86	1.270030333
87	0.351232991
88	0.908890429
89	0.534664505
90	0.412471556
91	2.270180243
92	0.951957121
93	0.129068423
94	0.487731554
95	0.19354761
96	0.18059044
97	0.802752579
98	1.357419839
99	0.250026207
100	0.690484463
101	1.092521418
102	2.333167135
103	0.071855622
104	0.879999424
105	0.350405288
106	4.409136446
107	1.771789104
108	1.958879184
109	4.048828968
110	3.739320032
111	0.65608897
112	0.750918751
113	0.155884668
114	0.475050383
115	4.207315036
116	1.395209324
117	0.774445655
118	0.271914989
119	1.063684655
120	0.888694193
121	0.836337149
122	0.166362295
123	0.313746349
124	0.306419642
125	1.827278646
126	0.585565773
127	1.103729181
128	0.219590238
129	1.824414614
130	0.263017708
131	0.10581198
132	0.108952669
133	0.474743587
134	2.696068947
