Reporter Identifier	VALUE
1	0.170746351
2	2.841135984
3	1.547046539
4	1.439752308
5	0.970302376
6	0.931528318
7	0.657723815
8	1.023711674
9	1.265842821
10	0.603387503
11	1.313968825
12	0.38843618
13	0.674202922
14	1.002636589
15	0.240188829
16	2.288489768
17	0.118983605
18	0.134387479
19	1.051923875
20	0.458708568
21	0.153889291
22	5.424475914
23	0.291980059
24	0.167353821
25	0.97369994
26	1.388099973
27	0.041547758
28	0.945655268
29	3.265372053
30	0.165050843
31	0.593154551
32	0.07749906
33	1.021900099
34	0.042811865
35	0.078212086
36	0.124858115
37	0.372823769
38	0.536216067
39	1.294570511
40	0.718245747
41	0.52881186
42	3.321977743
43	0.476872358
44	0.276201136
45	0.243001788
46	0.092180705
47	1.762351408
48	0.823018159
49	0.464754657
50	1.965672428
51	4.856543111
52	0.337148236
53	4.556184459
54	0.142055874
55	0.624123322
56	0.242967303
57	1.906568663
58	2.815299121
59	0.718895842
60	0.101965076
61	0.498296547
62	0.592275126
63	0.224382272
64	0.228376508
65	0.393145283
66	0.197970816
67	3.768636796
68	1.039899049
69	0.201644766
70	4.915645695
71	6.081040042
72	1.420110876
73	0.486234663
74	1.020635287
75	1.838912293
76	0.179732653
77	0.756149114
78	0.556218221
79	0.381042899
80	0.479677573
81	0.246911284
82	2.487124505
83	0.143801857
84	0.549193279
85	2.872350255
86	0.965369948
87	0.357858897
88	0.87073756
89	0.461185805
90	0.520318202
91	2.511382065
92	1.204193896
93	0.10085174
94	0.513880661
95	0.186505855
96	0.128708964
97	0.675282488
98	1.271898865
99	0.223075629
100	0.832105398
101	1.397855541
102	2.722919994
103	0.05846889
104	1.433546445
105	0.293453904
106	5.036580616
107	2.243316111
108	1.26327039
109	2.206128105
110	4.099566125
111	0.687371415
112	0.668784602
113	0.133187281
114	0.478824775
115	3.451020544
116	1.26303288
117	0.711196037
118	0.240402774
119	1.152533893
120	0.991546421
121	0.945898245
122	0.16027203
123	0.277390873
124	0.198981429
125	2.437158854
126	0.541787276
127	1.366187036
128	0.238019777
129	2.666442379
130	0.246610909
131	0.120094707
132	0.090137241
133	0.456867056
134	2.066504291
