Reporter Identifier	VALUE
1	0.165137871
2	1.557735433
3	1.154482322
4	1.290490852
5	0.840407914
6	0.957503237
7	0.32959467
8	1.812802086
9	3.568658492
10	1.042410882
11	1.347394627
12	0.237812568
13	0.768734776
14	1.087881429
15	0.208618119
16	1.15264491
17	0.102558403
18	0.088267574
19	0.495604604
20	0.280481441
21	0.096052535
22	10.96646921
23	0.246710118
24	0.151103133
25	1.030668311
26	0.982946496
27	0.038539348
28	0.775731545
29	2.804251351
30	0.166892774
31	0.589051078
32	0.074927318
33	0.046418945
34	0.048034164
35	0.061751188
36	0.119457256
37	0.44686613
38	0.872623436
39	1.366558319
40	1.004610194
41	1.040736797
42	3.221269999
43	0.326743725
44	2.682285685
45	0.7271875
46	0.245249651
47	4.848966344
48	0.985084182
49	0.572650969
50	4.986878419
51	6.985408949
52	0.287604919
53	4.518645475
54	0.16382905
55	1.495071826
56	0.278194825
57	1.597284353
58	2.086605466
59	3.019779511
60	0.81991608
61	0.54272397
62	0.387991178
63	0.322310561
64	0.28577897
65	0.406303251
66	0.155021389
67	2.870628211
68	2.526659364
69	0.427233399
70	3.604076568
71	4.903135431
72	1.401852099
73	0.7467098
74	1.056566756
75	2.658757132
76	0.070716229
77	0.38155413
78	0.447662561
79	0.230372936
80	0.251008409
81	0.11416392
82	2.187809127
83	0.123151295
84	0.652566954
85	3.521222626
86	0.800159436
87	0.24679705
88	1.181986972
89	0.361949558
90	0.33880093
91	2.279740356
92	1.149141204
93	0.128453307
94	0.6835685
95	0.146647727
96	0.081218945
97	0.925534815
98	1.343143977
99	0.287921206
100	0.690790403
101	1.198307225
102	2.294784511
103	0.080413046
104	2.474774232
105	0.382175428
106	2.787163881
107	1.378591733
108	1.280403303
109	2.613720503
110	2.838185368
111	0.343250262
112	0.686337706
113	0.188564
114	0.480609114
115	4.495939301
116	1.722767289
117	0.994607244
118	0.328680877
119	1.11435898
120	10.31322759
121	1.029022999
122	0.891163589
123	0.294800856
124	0.237156959
125	2.179450752
126	0.284236724
127	1.047525068
128	0.30453328
129	2.344210235
130	0.294253663
131	0.108898803
132	0.090668198
133	0.557380945
134	4.145716435
