Reporter Identifier	VALUE
1	0.181490043
2	2.925942058
3	1.314489493
4	1.293089524
5	0.860763207
6	0.83146138
7	0.80223302
8	1.101854387
9	0.877551582
10	0.432875806
11	1.519264702
12	0.503264892
13	0.765314369
14	1.003180406
15	0.264806243
16	2.260825162
17	0.115319084
18	0.126391895
19	0.819025607
20	0.404115004
21	0.140233596
22	4.710348413
23	0.240618866
24	0.168037337
25	0.675304223
26	0.673728236
27	0.042055901
28	0.876287702
29	3.362692512
30	0.16394815
31	0.55354605
32	0.066800345
33	0.200698461
34	0.048866057
35	0.091697386
36	0.123815922
37	0.407998553
38	0.597756604
39	1.597780103
40	0.892639723
41	0.591347287
42	3.063212668
43	0.678935451
44	0.275648929
45	0.278357641
46	0.096163209
47	1.40692648
48	0.833800521
49	0.50913866
50	1.779608264
51	3.249507574
52	0.37412881
53	5.682471343
54	0.153411728
55	0.767157007
56	0.239651355
57	1.697804462
58	2.735962667
59	0.720777025
60	0.114516219
61	0.507253405
62	0.279100669
63	0.211232681
64	0.288881093
65	0.551418781
66	0.221156806
67	4.150988294
68	1.259448343
69	0.202980084
70	4.386176877
71	6.122763196
72	1.424693217
73	0.400422254
74	0.965221633
75	1.648528351
76	0.182950951
77	0.731787883
78	0.541252364
79	0.376449383
80	0.418704489
81	0.229048882
82	2.356950887
83	0.141506895
84	0.6123136
85	2.884535647
86	0.97555693
87	0.322424872
88	0.860168656
89	0.532987935
90	0.483945958
91	2.800374309
92	1.028919157
93	0.105727314
94	0.47488483
95	0.193280131
96	0.120044525
97	0.751822917
98	1.211649869
99	0.256891154
100	0.716088761
101	1.277313981
102	2.446485338
103	0.075272182
104	1.362994163
105	0.300094774
106	3.156877877
107	1.510525708
108	1.149987604
109	2.202254361
110	3.726550567
111	0.626851278
112	0.726369171
113	0.171355987
114	0.523239304
115	3.953649557
116	1.463000921
117	0.718138098
118	0.306971914
119	1.639466833
120	0.993131534
121	0.956932715
122	0.178691615
123	0.266684113
124	0.225539792
125	2.064384287
126	0.520329848
127	1.368848983
128	0.226426422
129	1.989681646
130	0.233776813
131	0.131435755
132	0.099945945
133	0.541350294
134	2.426864618
