Reporter Identifier	VALUE
1	0.163867546
2	2.619216774
3	1.601030729
4	1.353174954
5	0.800355915
6	1.018905183
7	0.254657924
8	1.078883289
9	2.978525366
10	1.08835942
11	1.537139076
12	0.199399042
13	0.558601366
14	0.285146145
15	0.200897308
16	0.850380009
17	0.087889438
18	0.102812553
19	0.700319456
20	0.285986553
21	0.143976063
22	9.751924371
23	0.288802858
24	0.150483524
25	1.039830131
26	0.641080047
27	0.043550037
28	0.608119418
29	2.062848827
30	0.152168131
31	0.714977299
32	0.085043499
33	0.062962572
34	0.041818577
35	0.062388005
36	0.134887318
37	0.489714431
38	0.632279737
39	1.87565942
40	0.64324075
41	0.647817107
42	3.075821622
43	0.415524525
44	2.129556957
45	2.55520416
46	0.127953441
47	12.21097262
48	0.827178475
49	0.446815307
50	2.746224903
51	6.106796086
52	0.234365243
53	8.334714789
54	0.172975972
55	1.283914495
56	0.231617673
57	2.92167884
58	3.149783351
59	1.191540287
60	0.102797811
61	0.270426619
62	0.233548726
63	0.180987194
64	0.213428292
65	1.004598733
66	0.541799349
67	3.385573388
68	1.924661741
69	0.242930303
70	4.640320526
71	5.653491139
72	1.068760879
73	0.96323366
74	1.108932553
75	2.632640724
76	0.1783154
77	0.672845369
78	0.492263765
79	0.350782426
80	0.387202663
81	0.173406968
82	1.865867651
83	0.111602193
84	1.013223287
85	3.649184189
86	0.809421496
87	0.317757034
88	0.960767156
89	0.581548474
90	0.35387323
91	2.008740793
92	1.255063141
93	0.111141619
94	0.651211162
95	0.16586368
96	0.099440704
97	0.931713043
98	1.153725414
99	0.220952635
100	0.587188719
101	0.460269197
102	0.553509793
103	0.070401278
104	0.230324132
105	0.238085383
106	0.785969161
107	0.303910464
108	1.316331987
109	2.554926424
110	3.250681482
111	0.317996718
112	0.476823875
113	0.154653576
114	0.58332435
115	6.962286403
116	1.510778045
117	0.931301882
118	0.311457227
119	1.274233057
120	1.138126983
121	2.285807929
122	0.248878745
123	0.443401059
124	0.424080711
125	3.131462398
126	0.324274462
127	0.824956843
128	0.264239158
129	3.922764172
130	0.304092799
131	0.11448142
132	0.090870507
133	0.480922207
134	1.767832811
