Reporter Identifier	VALUE
1	0.169310585
2	2.239464378
3	1.376005346
4	1.789217376
5	0.89657387
6	0.778717506
7	0.529987234
8	0.927595142
9	1.837867273
10	0.642808377
11	1.44220558
12	0.485840799
13	0.837901562
14	1.093476137
15	0.245673212
16	2.996002644
17	0.120148335
18	0.108355182
19	0.563208836
20	0.414892453
21	0.142613858
22	5.353670253
23	0.267037202
24	0.161813441
25	0.828043486
26	1.094297275
27	0.045231538
28	1.18588763
29	3.749066997
30	0.126419066
31	0.531966985
32	0.074422802
33	1.356601194
34	0.042677782
35	0.082081005
36	0.149026802
37	0.335469846
38	0.588691302
39	1.495318129
40	0.833631017
41	0.490207945
42	3.443449698
43	0.48621719
44	0.315281077
45	0.290600478
46	0.097172951
47	1.682054392
48	0.854681054
49	0.488230271
50	1.941331387
51	4.465499628
52	0.362883746
53	4.245771771
54	0.172427178
55	0.514545708
56	0.203998803
57	2.38341462
58	2.963114932
59	0.683280596
60	0.102064516
61	0.446088547
62	0.540118247
63	0.410034287
64	0.238611031
65	0.422823621
66	0.199534727
67	3.453709933
68	0.950508823
69	0.183356918
70	4.339150898
71	5.740044499
72	1.556749137
73	0.499814887
74	0.913053015
75	1.571222466
76	0.209762267
77	0.806223666
78	0.445113155
79	0.360474342
80	0.322002753
81	0.230376403
82	3.07103626
83	0.181035383
84	0.563110108
85	2.812238402
86	0.931467347
87	0.300524383
88	0.9034083
89	0.547210324
90	0.459158864
91	2.290816726
92	1.180346453
93	0.117528109
94	0.527593103
95	0.178798742
96	0.111407517
97	0.861229759
98	1.454461022
99	0.261039612
100	0.856793729
101	1.473216248
102	2.750929317
103	0.060324644
104	1.327457067
105	0.321562432
106	4.403749657
107	2.217999428
108	1.771269396
109	3.598431674
110	4.048715395
111	0.743910546
112	0.614001937
113	0.171228726
114	0.454088954
115	2.947511793
116	1.348487573
117	0.653658395
118	0.253184221
119	1.161579705
120	1.015422178
121	0.873582978
122	0.187537524
123	0.316528343
124	0.293159821
125	1.756226234
126	0.413649917
127	1.383218494
128	0.242954474
129	2.260127287
130	0.222303127
131	0.098222241
132	0.105007876
133	0.492897699
134	4.254845116
